Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
1,1,0,0,1562,3123
1,2,0,0,51562,53123
1,3,0,0,101562,103123
1,4,0,0,151562,153123
2,12,0,0,3122,6242
2,13,0,0,53122,56242
2,14,0,0,103122,106242
2,15,0,0,153122,156242
3,16,0,0,3609,7217
3,17,0,0,53609,57217
3,18,0,0,103609,107217
3,19,0,0,153609,157217
4,20,0,0,5993,11986
4,21,0,0,55993,61986
4,22,0,0,105993,111986
4,23,0,0,155993,161986
5,24,0,0,8957,17914
5,25,0,0,58957,67914
5,26,0,0,108957,117914
5,27,0,0,158957,167914
